,"ENFERMEDAD","SINTOMAS"
324,"Infección Fúngica","Mi piel siempre pica, y de vez en cuando se vuelve bastante áspera y roja. Además, ocasionalmente me salen pequeños granos que parecen bolitas y ciertas manchas que son de un color diferente al resto de mi piel. Me irrita y pica mucho."
325,"Infección Fúngica","Tengo mucha picazón por toda la piel, y a veces se pone realmente roja y abultada. También hay algunas manchas que son de colores diferentes al resto de mi piel, y a veces me salen estos pequeños bultos que parecen bolitas. Es muy molesto y pica."
326,"Infección Fúngica","Tengo una picazón bastante irritante por todo el cuerpo, y mi piel también tiene unas cuantas zonas rojas y abultadas. También he tenido algunos granos que parecen bolitas y otras manchas que son de un color diferente al resto de mi piel."
327,"Infección Fúngica","He tenido una picazón bastante incómoda por todo el cuerpo, así como zonas rojas y abultadas en la piel. También hay ciertas manchas de mi piel que son de un tono diferente al resto, y he tenido algunos granos que parecen bolitas."
328,"Infección Fúngica","He estado teniendo esta picazón realmente molesta por todo el cuerpo, y también tengo manchas rojas y abultadas en la piel. También hay algunas zonas que son de un color diferente al resto de mi piel, y he tenido algunos bultos que parecen bolitas."
329,"Infección Fúngica","He tenido una picazón bastante incómoda por todo el cuerpo, así como zonas rojas y abultadas en la piel. También hay ciertas manchas de mi epidermis con un tono distinto al resto, y he tenido algunos granos que parecen bolitas."
330,"Infección Fúngica","Últimamente me ha picado mucho y tengo estas manchas con erupción por toda la piel. También hay algunas zonas que se ven de un tono diferente al resto de mi piel, y he tenido algunos bultos que son algo duros."
331,"Infección Fúngica","He estado bastante picante recientemente, y tengo manchas con erupción por toda la piel. También hay ciertas regiones que son más oscuras en color que el resto de mi piel, y tengo unos bultos firmes."
332,"Infección Fúngica","He estado bastante picante recientemente, y tengo manchones con erupción por toda la piel. También hay ciertas regiones que son de color más oscuro que el resto de mi piel, y tengo unos bultos dolorosos."
333,"Infección Fúngica","Últimamente me he estado rascando mucho, y la piel está cubierta de zonas con erupción. Además, he tenido unos cuantos granos que son bastante firmes, y hay ciertas manchas en mi cuerpo que tienen un tono de marrón diferente al resto de mi piel."
334,"Infección Fúngica","Me ha picado mucho la piel y tengo estas manchas con erupción por todas partes. También hay algunas manchas que se ven de color diferente al resto de mi piel, y he tenido algunos bultos que son algo duros."
335,"Infección Fúngica","Me ha picado mucho la piel, y tengo erupciones por todo el cuerpo. Tengo algunos bultos que son bastante firmes, así como algunas zonas que son de un tono más oscuro que el resto de mi piel. Es extremadamente desagradable."
336,"Infección Fúngica","Hay zonas con erupción por toda la piel, lo cual ha sido muy irritante. Además, tengo algunos bultos que son bastante firmes y algunas manchas que son de un color diferente al resto de mi piel."
337,"Infección Fúngica","Últimamente me he estado rascando mucho, y la piel está cubierta de zonas con erupción. Además, hay unas cuantas manchas donde mi piel no parece tener su tono habitual, y he experimentado unos cuantos bultos que son bastante dolorosos."
338,"Infección Fúngica","Últimamente me ha picado mucho y tengo estas manchas con erupción por toda la piel. También hay algunas zonas que no se ven como el color normal de mi piel, y he tenido algunos bultos que son algo duros."
339,"Infección Fúngica","He estado bastante picante recientemente, y tengo zonas con erupción por todo el cuerpo. También hay algunas regiones que no parecen tener el tono típico de mi piel, y he experimentado unos bultos firmes."
340,"Infección Fúngica","Últimamente me ha estado picando y tengo manchas con erupción por toda la piel. También hay algunas regiones que no parecen tener el tono regular de mi piel, y he experimentado unos bultos dolorosos."
341,"Infección Fúngica","Últimamente me he estado rascando mucho, y la piel está cubierta de manchas con erupción. Además, hay unas cuantas regiones donde mi piel no parece tener su tono habitual, y he experimentado unos cuantos bultos que son excepcionalmente dolorosos."
342,"Infección Fúngica","He estado teniendo esta picazón constante y tengo estas manchas rojas y abultadas en la piel. También hay algunas manchas que son de un color diferente al resto de mi piel, y he tenido algunos bultos que son como pequeños grumos."
343,"Infección Fúngica","Hay zonas rojas y abultadas en mi piel, y me he estado rascando sin parar. Además, tengo algunos bultos que parecen pequeños grumos y algunas manchas que son de un tono de piel diferente al resto de mi cuerpo."
344,"Infección Fúngica","He tenido mucha picazón en la piel, que de vez en cuando se convierte en una erupción. También hay unas manchas extrañas de piel que son de un tono diferente al resto de mí, y de vez en cuando me salen pequeños granos que parecen nódulos."
345,"Infección Fúngica","He tenido tendencia a la picazón en la piel, que con frecuencia se convierte en una erupción. También hay unas manchas extrañas de piel que son de un tono diferente al resto de mi piel, y regularmente me salen pequeños bultos que imitan nódulos."
346,"Infección Fúngica","He estado experimentando mucha picazón en la piel, y a veces se convierte en una erupción. También hay unas manchas extrañas de piel que son de un color diferente al resto de mí, y a veces me salen pequeños bultos que parecen nódulos."
347,"Infección Fúngica","Me ha estado picando terriblemente por todo el cuerpo, y ahora hay manchas rojas por todas partes. Algunas de las manchas también difieren en tono de mi tez natural. Y están estos bultos o granos que me han aparecido en la piel."
348,"Infección Fúngica","Últimamente me ha picado mucho la piel, y de vez en cuando brota una erupción. Además, tengo unas cuantas zonas extrañas de piel que son de una coloración diferente al resto de mí, y de vez en cuando me salen pequeños bultos que parecen nódulos."
349,"Infección Fúngica","Ahora hay manchones rojos por todo el cuerpo donde me ha estado picando terriblemente. Algunas de las manchas también difieren en tez de mi piel natural. Y estos bultos o protuberancias me han salido en la piel."
350,"Resfriado Común","No puedo dejar de estornudar y me gotea mucho la nariz. También tengo mucho frío y cansancio todo el tiempo, y he estado tosiendo mucho. La fiebre también es muy alta, muy por encima de lo normal."
351,"Resfriado Común","Me gotea muchísimo la nariz y no consigo dejar de estornudar. Además, constantemente tengo frío, estoy agotado y he estado tosiendo mucho. La fiebre también está muy alta, muy por encima de lo normal."
352,"Resfriado Común","He estado estornudando sin parar y no consigo quitarme este frío. Me siento muy débil y cansado, y la tos no se me va. Tengo mucha fiebre."
353,"Resfriado Común","He estado estornudando incesantemente y simplemente no consigo que se me quite este frío. Me siento tan débil y agotado, y la tos no para. Tengo la temperatura muy alta."
354,"Resfriado Común","Estornudo constantemente y el cuerpo me tiembla del frío. Estoy tan cansado que apenas puedo moverme y la cabeza me mata. La fiebre está por las nubes."
355,"Resfriado Común","Estornudo constantemente, y el frío me hace temblar el cuerpo. Estoy tan agotado que apenas puedo moverme, y me duele la cabeza. Tengo bastante fiebre."
356,"Resfriado Común","He estado bastante agotado y enfermo. Estornudo sin parar y tengo bastante frío. Me late la cabeza y me falta energía. Además, tengo mucha fiebre y siento que estoy ardiendo."
357,"Resfriado Común","Me he estado sintiendo muy cansado y enfermo. He estado estornudando mucho y no consigo entrar en calor. Estoy tan cansado y la cabeza me mata. Y la fiebre es muy alta, como si estuviera hirviendo."
358,"Resfriado Común","He estado bastante agotado y enfermo. Me ha dolido bastante la garganta y he tenido una tos bastante fea. Tengo muchos escalofríos y una temperatura bastante alta. Simplemente me siento extremadamente decaído y débil."
359,"Resfriado Común","He estado bastante agotado y enfermo. He estado estornudando mucho y me cuesta entrar en calor. Estoy tan agotado y me duele la cabeza. Y siento que estoy hirviendo con la fiebre alta."
360,"Resfriado Común","No puedo dejar de estornudar y me siento muy cansado y mal. Me duele mucho la garganta y tengo mucha mucosidad espesa en la nariz y la garganta. También siento el cuello hinchado e inflamado."
361,"Resfriado Común","No puedo dejar de estornudar, y estoy agotado y enfermo. Tengo la garganta muy incómoda y hay mucha porquería en la nariz y la garganta. El cuello también está hinchado e inflamado."
362,"Resfriado Común","No paro de estornudar, y estoy miserable y agotado. Tengo muchas cosas pegajosas en la nariz y la garganta, y la garganta me duele mucho. El cuello también lo siento inflamado e hinchado."
363,"Resfriado Común","Me he estado sintiendo muy agotado y mal del estómago. He tenido una tos muy fuerte y me ha dolido mucho la garganta. He experimentado una presión sinusal considerable y la nariz congestionada. Estoy muy incómodo y agotado."
364,"Resfriado Común","He estado estornudando mucho y sintiéndome muy cansado y enfermo. También me sale mucha cosa asquerosa de la nariz y siento la garganta muy irritada. Y también siento el cuello hinchado."
365,"Resfriado Común","He estado resollando mucho y en general me siento enfermo y agotado. Siento la garganta muy irritada y me sale mucha cosa asquerosa de la nariz. También siento el cuello hinchado."
366,"Resfriado Común","Siento los senos nasales increíblemente congestionados y los ojos continuamente rojos. Simplemente me siento constantemente agotado y exhausto. Además, tengo mucha flema incómoda en la garganta. Siento los ganglios linfáticos inflamados y la respiración ha sido difícil."
367,"Resfriado Común","He tenido los ojos muy rojos y siento los senos nasales congestionados. Simplemente no tengo nada de energía y me ha picado mucho la garganta. También he notado los ganglios linfáticos inflamados y he estado tosiendo mucha flema."
368,"Resfriado Común","Siento los senos nasales tapados y he tenido los ojos bastante rojos. Simplemente me falta energía, y la garganta me ha estado picando mucho. Junto con la inflamación de los ganglios linfáticos, también he estado tosiendo mucha flema."
369,"Resfriado Común","Siempre tengo los ojos rojos y con picazón, y la nariz la siento tapada y congestionada. Simplemente me siento algo enfermo y cansado todo el tiempo, y no paro de toser toda esta porquería. Siento la garganta irritada y con picazón, y he notado que los bultos del cuello están más grandes de lo normal."
370,"Resfriado Común","Siempre siento la nariz tapada y congestionada, y los ojos siempre rojos y con picazón. Tengo la sensación de estar mal y fatigado, y no paro de soltar esta porquería. Tengo la garganta irritada y con picazón, y he visto que los bultos del cuello están más grandes de lo normal."
371,"Resfriado Común","No paro de estornudar y los ojos no dejan de lagrimear. Me cuesta muchísimo respirar porque siento como si tuviera algo atascado en la garganta. A menudo me siento agotado y últimamente he tenido mucha flema. Además, tengo los ganglios linfáticos agrandados."
372,"Resfriado Común","Tengo los ojos rojos y llorosos todo el tiempo. También he tenido esta presión en los senos nasales que no desaparece. Siempre me siento cansado y he estado teniendo muchos problemas para respirar. También he tenido mucha porquería en la garganta y los ganglios linfáticos están hinchados."
373,"Resfriado Común","Tengo los ojos constantemente rojos y llorosos. También me ha estado molestando una tensión persistente en los senos nasales. He estado teniendo muchas dificultades para respirar y me siento fatigado constantemente. Además, tengo mucha mucosidad en la garganta y los ganglios linfáticos inflamados."
374,"Resfriado Común","Siento la nariz bastante tapada y los ojos constantemente muy rojos y llorosos. Además, me duele el pecho y he estado teniendo muchos problemas respiratorios. Además, los músculos me duelen bastante y no puedo oler nada."
375,"Resfriado Común","Normalmente tengo los ojos rojos y llorosos, y la nariz siempre está tapada. También he estado teniendo dificultad para respirar y me duele el pecho. Además, no puedo oler nada y los músculos me duelen bastante."
376,"Resfriado Común","Normalmente tengo los ojos rojos e inflamados, y tengo la impresión de que algo me está obstruyendo los senos nasales. He estado tosiendo mucha porquería y me duele el pecho. No puedo oler nada y me duelen los músculos."
377,"Resfriado Común","Siempre tengo los ojos rojos e hinchados, y siento como si tuviera algo bloqueándome los senos nasales. He estado tosiendo mucha mucosidad y siento el pecho muy pesado. No puedo oler nada y me duelen mucho los músculos."
378,"Resfriado Común","He estado tosiendo mucho y sintiéndome con frío y escalofríos. He tenido la nariz bastante tapada y siento presión facial. También tengo mucha flema, y al toser me duele el pecho. No puedo oler nada y me duelen los músculos."
379,"Resfriado Común","Llevo días con una tos y un resfriado fuertes. Tengo los senos nasales tapados y presión facial. También he estado generando flema, y al toser me duele el pecho. No puedo oler nada y me duelen los músculos."
380,"Resfriado Común","Llevo días con una tos y un resfriado fuertes. Tengo los senos nasales congestionados y presión facial. También he estado tosiendo mucosidad, y me duele el pecho. No puedo oler nada y me duelen los músculos."
381,"Resfriado Común","Mi tos y mi resfriado han sido terribles durante días. Tengo los senos nasales congestionados y la cara bajo presión. Además, he estado tosiendo flema, y me duele el pecho. No tengo nada de olfato y me duelen mucho los músculos."
382,"Resfriado Común","Estoy tosiendo sin parar y estoy temblando terriblemente. Tengo la nariz tapada y la cara bajo presión. Además, la garganta me está soltando una porquería asquerosa al toser, y me duele el pecho. Me duelen mucho los músculos y no puedo oler nada."
383,"Resfriado Común","No puedo dejar de toser y siento mucho frío. Tengo todos los senos nasales bloqueados y tengo mucha mucosidad. Me duele el pecho y no puedo oler nada. También me duelen mucho los músculos."
384,"Resfriado Común","Estoy tosiendo sin parar y tengo mucho frío. Mi producción de mucosidad es excesiva y tengo los senos nasales totalmente tapados. No puedo oler nada y me duele el pecho. También me duelen bastante los músculos."
385,"Resfriado Común","No puedo dejar de toser y me estoy congelando. Tengo los senos nasales completamente bloqueados y estoy inundado de mucosidad. Me duele el pecho y soy incapaz de oler nada. También me duelen mucho los músculos."
386,"Resfriado Común","He estado tosiendo mucho y me cuesta respirar. Me duele la garganta y siento que tengo mucha flema atrapada en el pecho. Me ha estado goteando mucho la nariz y me he sentido muy congestionado."
387,"Resfriado Común","He estado bastante agotado y enfermo. Me ha dolido bastante la garganta y he tenido una tos bastante fea. Tengo muchos escalofríos y una temperatura bastante alta. Simplemente me siento extremadamente decaído y débil."
388,"Resfriado Común","He estado experimentando un agotamiento severo y una sensación de malestar. Me ha dolido mucho la garganta y he tenido una tos bastante fuerte. He tenido la nariz bastante tapada y una presión sinusal importante. Estoy muy mal y extremadamente agotado."
389,"Resfriado Común","Me he estado sintiendo muy enfermo y he tenido mucha fatiga. He tenido una tos muy fuerte y me ha dolido mucho la garganta. He tenido mucha presión sinusal y la nariz muy congestionada. Simplemente me siento muy decaído y miserable."
390,"Resfriado Común","He estado bastante agotado y enfermo. Me ha dolido bastante la garganta y he tenido una tos bastante fea. Tengo muchos escalofríos y una temperatura bastante alta. En pocas palabras, me siento muy decaído y débil."
391,"Resfriado Común","He estado muy cansado y enfermo. He estado sufriendo de una tos severa y dolor de garganta. Tengo muchos escalofríos y una temperatura bastante alta. Simplemente me siento cansado y decaído."
392,"Resfriado Común","No puedo dejar de estornudar y me gotea la nariz. También estoy constantemente con frío y agotado, y he estado tosiendo mucho. La fiebre también es muy alta, muy por encima de lo normal."
393,"Resfriado Común","Me he estado sintiendo fatal, con mucha congestión y goteo nasal. He estado tosiendo mucho y teniendo mucho dolor de pecho. La fiebre ha sido muy alta y he estado experimentando un malestar muscular severo."
394,"Resfriado Común","Tengo el cuello hinchado y estoy agotado. Tengo la garganta irritada y los ojos rojos como quemando. Tengo la nariz muy tapada y siento presión facial. Me duele el pecho y soy incapaz de oler nada."
395,"Resfriado Común","Me falta energía y siento como si tuviera el cuello hinchado. Tengo los ojos rojos y la garganta me raspa. Tengo una congestión severa en las fosas nasales y la cara bajo presión. No puedo oler nada y me duele el pecho."
396,"Resfriado Común","Me siento bastante débil y tengo los ganglios linfáticos agrandados. Me arden los ojos y me duele la garganta. Los senos nasales están bajo tensión y tengo la nariz tapada. No puedo oler nada y me duele el pecho."
397,"Resfriado Común","He tenido una tos y un resfriado terribles durante días. Tengo la cara cansada y los senos nasales bloqueados. Además, me duele el pecho por la flema que he estado tosiendo. No puedo oler y los músculos me duelen terriblemente."
398,"Resfriado Común","Tengo los ojos rojos y llorosos todo el tiempo. También me han estado molestando los senos nasales con una tensión constante. Me ha costado bastante respirar y me he sentido agotado todo el tiempo. Tengo los ganglios linfáticos irritados y también mucha mucosidad en la garganta."
399,"Resfriado Común","Siempre tengo los ojos calientes e hinchados y la sensación de que algo me obstruye los senos nasales. Siento el pecho bastante pesado y he estado tosiendo mucha porquería. No tengo nada de olfato y me duelen mucho los músculos."
400,"Neumonía","Últimamente me he estado sintiendo muy frío y cansado, y he estado tosiendo mucho con dolor de pecho. El corazón me late muy rápido también, y cuando toso, la flema es de un color como oxidado."
401,"Neumonía","He estado tosiendo mucho últimamente con dolor de pecho y sintiéndome increíblemente frío y agotado. Además, el corazón me late rápido, y la flema que expulso al toser tiene un tono rojizo."
402,"Neumonía","Me he sentido muy agotado y con frío, y no puedo dejar de toser. Me duele el pecho al hacerlo y siento que el corazón se me acelera. La mucosidad que expulso al toser es de un color marrón asqueroso."
403,"Neumonía","He estado agotado y con frío, y no puedo dejar de toser. Al hacerlo, me duele el pecho y me acelera el corazón. La mucosidad que toso tiene un tono marrón asqueroso."
404,"Neumonía","He estado teniendo escalofríos y sintiéndome agotado, y no consigo quitarme esta tos. Me duele el pecho al toser y siento que el corazón me va a un millón de kilómetros por hora. La flema que expulso es de un color óxido sucio."
405,"Neumonía","He estado experimentando escalofríos, sintiéndome agotado y no consigo librarme de esta tos. Al toser, me duele el pecho y siento el corazón como si latiera a un millón de kilómetros por hora. Estoy tosiendo una flema asquerosa de color óxido."
406,"Neumonía","Últimamente me he estado sintiendo muy débil y con frío, y esta tos no desaparece. Me duele el pecho al toser y el corazón me late con fuerza. La mucosidad que saco es de un color marrón oxidado."
407,"Neumonía","He estado teniendo escalofríos y sintiéndome muy agotado, y esta tos no desaparece. Me duele el pecho al toser y el corazón se me acelera. La mucosidad que saco es de un color marrón asqueroso."
408,"Neumonía","He estado experimentando escalofríos, me siento muy agotado y mi tos simplemente no desaparece. Al toser, me duele el pecho y el corazón me late con fuerza. Es de un tono marrón asqueroso la mucosidad que estoy sacando."
409,"Neumonía","Tengo mucha fiebre y me cuesta respirar. Estoy sudando mucho y me siento muy frío y cansado. El corazón me late muy rápido y tengo un esputo marrón."
410,"Neumonía","Tengo problemas para respirar y mucha fiebre. Estoy sudando mucho y siento una fatiga extrema y frío. El corazón se me acelera y estoy tosiendo una mucosidad marrón."
411,"Neumonía","Mi temperatura es muy alta y me cuesta respirar. Estoy sudando abundantemente y estoy temblando de escalofríos. Estoy muy cansado y el corazón me late muy rápido. También me está saliendo una flema marrón."
412,"Neumonía","Me cuesta respirar y tengo mucha fiebre. Estoy empapado en sudor y tiritando de frío. El corazón me late rápido y estoy bastante agotado. Además, estoy a punto de tener una flema marrón."
413,"Neumonía","Tengo mucha fiebre y me cuesta recuperar el aliento. Estoy sudando mucho, me siento frío y cansado, y el corazón me late muy rápido. También me está saliendo una flema marrón."
414,"Neumonía","Tengo mucha fiebre y tengo problemas para respirar. El corazón me late bastante rápido, estoy sudando mucho y me siento frío y agotado. También estoy a punto de toser una flema marrón."
415,"Neumonía","Me he estado sintiendo muy enfermo con fiebre alta, falta de aire, sudoración, escalofríos y fatiga extrema. Mi ritmo cardíaco es rápido y he estado tosiendo mucho esputo marrón."
416,"Neumonía","Con fiebre alta, falta de aire, sudoración, escalofríos y agotamiento intenso, me he estado sintiendo bastante mal. He estado tosiendo mucha flema marrón y mi pulso está acelerado."
417,"Neumonía","Me cuesta mucho recuperar el aliento y estoy sudando mucho. Me siento muy enfermo y tengo mucha mucosidad en la garganta. Me duele el pecho y el corazón se me acelera. La mucosidad que toso es oscura y parece óxido."
418,"Neumonía","Estoy sudando abundantemente y me cuesta recuperar el aliento. Me siento bastante enfermo y tengo la garganta muy mucosa. El corazón me late con fuerza y me duele el pecho. Estoy tosiendo una mucosidad espesa que parece óxido."
419,"Neumonía","Tengo muchos problemas para respirar y estoy muy inquieto. Me siento mal y estoy sudando mucho. Me duele el pecho y tengo mucha mucosidad en la garganta. El corazón se me acelera y el tono de la mucosidad que toso es raro."
420,"Neumonía","No consigo tomar suficiente aire y estoy sudando mucho. No me siento bien y tengo mucha flema en la garganta. Me duele el pecho y el corazón se me acelera. La mucosidad que toso es de color rojizo."
421,"Neumonía","Estoy sudando abundantemente y no consigo tomar suficiente aire. Tengo la garganta llena de mucha mucosidad, y no me siento bien. El corazón me late con fuerza y me duele el pecho. Estoy tosiendo una mucosidad de color rojizo."
422,"Neumonía","No consigo recuperar el aliento y estoy sudando mucho. Me siento muy enfermo y tengo mucha flema en la garganta. Me duele el pecho y el corazón se me acelera. La mucosidad que toso es amarillenta."
423,"Neumonía","Estoy chorreando de sudor y no consigo recuperar el aliento. Tengo la garganta llena de mucha flema y me siento fatal. El corazón me late con fuerza y me duele el pecho. Estoy tosiendo una mucosidad marrón."
424,"Neumonía","Me cuesta respirar y me siento muy incómodo. Estoy sudando mucho y tengo mucha flema en la garganta. Me duele el pecho y el corazón me late rápido. La mucosidad que toso es marrón."
425,"Neumonía","Tengo problemas para respirar y estoy bastante inquieto. Tengo la garganta llena de mucha flema y estoy sudando mucho. El corazón se me acelera y me duele el pecho. Estoy tosiendo una mucosidad rojiza."
426,"Neumonía","No consigo recuperar el aliento y estoy sudando mucho. Me siento muy enfermo y tengo mucha flema en la garganta. Me duele el pecho y el corazón se me acelera. La mucosidad que toso es marrón y filamentosa."
427,"Neumonía","Estoy chorreando de sudor y no consigo recuperar el aliento. Tengo la garganta llena de mucha flema y me siento fatal. El corazón me late con fuerza y me duele el pecho. Estoy tosiendo una mucosidad filamentosa y marrón."
428,"Neumonía","Estoy empapado de sudor y luchando por respirar. No me siento bien y tengo mucha mucosidad en la garganta. Me duele el pecho y el corazón se me acelera. Estoy tosiendo una mucosidad de color carmesí."
429,"Neumonía","Me he estado sintiendo muy mal, con fiebre alta, falta de aire, sudoración, escalofríos y un agotamiento extremo. Me late el corazón y he estado tosiendo mucha flema marrón."
430,"Neumonía","Tengo mucha fiebre y tengo problemas para respirar. El corazón me late bastante rápido, estoy sudando mucho y me siento frío y agotado. También estoy a punto de toser una flema marrón."
431,"Neumonía","Tengo mucha fiebre y me cuesta respirar. Estoy empapado en sudor y tiritando de escalofríos. Estoy bastante fatigado y el corazón se me acelera. También estoy esperando una flema marrón."
432,"Neumonía","He estado teniendo escalofríos, sintiéndome cansado, y no consigo quitarme esta tos. Me duele el pecho y siento que el corazón me late a un millón de kilómetros por hora al toser. Estoy tosiendo una flema asquerosa de color óxido."
433,"Neumonía","Me cuesta respirar y me siento muy incómodo. Estoy sudando mucho y tengo mucha flema en la garganta. Me duele el pecho y el corazón me late rápido. La mucosidad que toso es marrón."
434,"Neumonía","Tengo problemas para respirar y estoy muy incómodo. Estoy sudando abundantemente y tengo mucha mucosidad en la garganta. Me duele el pecho y el corazón se me acelera. Estoy tosiendo una mucosidad oscura."
435,"Neumonía","Tengo fiebre alta y no consigo recuperar el aliento. He estado sudando abundantemente y en general me siento enfermo y débil. También he tenido una flema bastante espesa y negra. Me duele el pecho y el corazón me ha estado latiendo rápidamente."
436,"Neumonía","Últimamente he estado experimentando escalofríos, fatiga, tos, fiebre alta y dificultad para respirar. He estado sudando mucho y simplemente me siento muy enfermo y débil. También he tenido una flema que ha sido muy espesa y oscura."
437,"Neumonía","Recientemente he estado sufriendo escalofríos, letargo, tos, fiebre alta y dificultades para respirar. He estado sudando abundantemente y en general me siento enfermo y débil. También he tenido una flema bastante espesa y negra."
438,"Neumonía","Últimamente he estado experimentando escalofríos, fatiga, tos, fiebre alta y dificultad para respirar. He estado sudando mucho y simplemente me siento muy enfermo y débil. También he tenido una flema que ha sido muy espesa y oscura."
439,"Neumonía","Recientemente he estado sufriendo escalofríos, letargo, tos, fiebre alta y dificultades para respirar. He estado sudando abundantemente y en general me siento enfermo y débil. También he tenido una flema bastante espesa y roja."
440,"Neumonía","He tenido escalofríos, letargo, tos, fiebre alta y dificultades para respirar últimamente. He estado sudando abundantemente y en general me siento enfermo y débil. También he tenido una flema bastante espesa y negra."
441,"Neumonía","He estado teniendo muchos problemas respiratorios últimamente junto con escalofríos, agotamiento, tos y fiebre alta. He estado sudando abundantemente y en general me siento enfermo y débil. Me duele el pecho y el corazón me ha estado latiendo rápidamente."
442,"Neumonía","He estado sufriendo escalofríos, cansancio y tos recientemente. He estado sudando muchísimo y sintiéndome en general mal y débil. También he tenido una flema espesa y negra. Me duele el pecho y el corazón me ha estado latiendo rápido."
443,"Neumonía","Tengo fiebre y no consigo recuperar el aliento. He estado sudando muchísimo y sintiéndome en general mal y débil. También he tenido una flema espesa y negra. El corazón me ha estado latiendo frenéticamente y me duele el pecho."
444,"Neumonía","Estoy empapado de sudor y no consigo recuperar el aliento. Tengo la garganta obstruida con mucosidad y estoy miserable. El corazón se me acelera y me duele el pecho. Estoy tosiendo una mucosidad filamentosa marrón."
445,"Neumonía","Estoy saturado de sudor y luchando por respirar. Tengo la garganta bloqueada con mucosidad y estoy incómodo. El corazón se me acelera y me duele el pecho. Estoy tosiendo una mucosidad filamentosa oscura."
446,"Neumonía","Estoy teniendo muchos problemas para respirar. No me siento bien y estoy sudando mucho. Tengo mucha mucosidad en la garganta y me duele el pecho. Mi respiración es dificultosa y la flema que toso tiene un tinte extraño."
447,"Neumonía","Tengo mucha dificultad para respirar. No me siento bien y estoy sudando mucho. Me duele el pecho y tengo mucha mucosidad en la garganta. Tengo problemas para respirar y la flema que toso tiene un tono extraño."
448,"Neumonía","He estado tosiendo mucho y sintiéndome increíblemente frío y agotado. Tengo bastante fiebre y me cuesta respirar. He estado sudando mucho y en general me siento débil y enfermo. He tenido una flema bastante espesa y negra."
449,"Neumonía","Recientemente he tenido escalofríos, agotamiento, tos, fiebre alta y problemas respiratorios. He estado sudando mucho y en general me siento débil y enfermo. He tenido una flema bastante espesa y negra. El corazón me ha estado latiendo bastante rápido."
450,"Hemorroides Dimórficas","El estreñimiento, las molestias al defecar y el dolor anal me han estado molestando últimamente. El ano lo he tenido bastante inflamado y las heces han sido extremadamente sanguinolentas."
451,"Hemorroides Dimórficas","Últimamente he estado experimentando estreñimiento, dolor al defecar y dolor en el ano. Las heces también han sido muy sanguinolentas y el ano lo he tenido muy irritado."
452,"Hemorroides Dimórficas","Recientemente, he estado teniendo mucha dificultad para usar el baño. Las evacuaciones intestinales me han resultado extremadamente incómodas y difíciles de realizar. El ano lo he tenido bastante inflamado y las heces han sido extremadamente sanguinolentas."
453,"Hemorroides Dimórficas","He estado teniendo muchos problemas para ir al baño últimamente. Es muy doloroso cuando lo hago y ha habido algo de sangre en las heces. También he estado teniendo algo de dolor e irritación alrededor del ano."
454,"Hemorroides Dimórficas","Recientemente, he estado teniendo mucha dificultad para usar el baño. Cuando lo hago, duele mucho y he notado algo de sangre en las heces. Alrededor del ano, también he estado experimentando algo de malestar y picazón."
455,"Hemorroides Dimórficas","Últimamente he estado muy estreñido, y ha sido muy doloroso cuando voy al baño. También he notado algo de sangre en las heces, y el ano lo he tenido muy irritado."
456,"Hemorroides Dimórficas","He estado sufriendo de estreñimiento severo últimamente, y cada vez que voy al baño, me duele mucho. Aparte de eso, me ha picado mucho el ano y he observado algo de sangre en las heces."
457,"Hemorroides Dimórficas","He estado teniendo muchos problemas para ir al baño últimamente, y ha sido muy doloroso. También he notado que las heces han sido sanguinolentas y el ano lo he tenido muy irritado."
458,"Hemorroides Dimórficas","Recientemente, he estado teniendo muchas molestias y dificultad para usar el baño. Además, he notado que el ano me ha dolido bastante y que las heces han sido sanguinolentas."
459,"Hemorroides Dimórficas","He estado terriblemente estreñido últimamente, y cuando voy al baño, me duele mucho. Aparte de eso, me ha picado mucho el ano y he observado algo de sangre en las heces."
460,"Hemorroides Dimórficas","He estado bastante estreñido últimamente, y usar el baño ha sido terriblemente incómodo. También he observado sangre en las heces, y el ano se me ha irritado."
461,"Hemorroides Dimórficas","He estado teniendo muchos problemas para ir al baño últimamente. Ha sido muy doloroso y he estado experimentando dolor en el ano. Las heces también han sido sanguinolentas y el ano lo he tenido muy irritado."
462,"Hemorroides Dimórficas","He estado teniendo muchos problemas para usar el baño recientemente. Ha sido terriblemente incómodo y he estado sintiendo agonía en el ano. Las heces también han sido sanguinolentas, y el ano lo he tenido muy inflamado."
463,"Hemorroides Dimórficas","He estado teniendo problemas para ir al baño recientemente. Cuando intento ir, es muy incómodo y me duele mucho el ano. También he tenido algo de sangre en las heces y el ano lo he tenido muy incómodo."
464,"Hemorroides Dimórficas","He estado teniendo muchas dificultades para ir al baño últimamente. Es muy doloroso cuando intento ir y me duele mucho el ano. También ha habido algo de sangre en las heces y me ha picado mucho el ano."
465,"Hemorroides Dimórficas","He estado experimentando problemas para usar el baño recientemente. Me cuesta mucho ir, y duele al hacerlo. También he estado experimentando dolor en los glúteos y heces sanguinolentas. El ano también me ha estado picando mucho y está sensible."
466,"Hemorroides Dimórficas","Recientemente, he estado teniendo problemas para usar el baño. Ir es increíblemente difícil, y hacerlo duele. Además, he estado experimentando algo de dolor en los glúteos, y mis heces han sido sanguinolentas. El ano también me ha estado picando mucho y está irritado."
